Success,Failed,Reason,Company,Job URL,Timestamp
,FAILED,External Application,Cognizant,https://app.joinhandshake.com/jobs/11073140,2026-06-05 19:55:30
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069919,2026-06-05 19:55:39
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069919,2026-06-05 19:55:41
,FAILED,Submission failed (no confirmation),Addy_AI,https://app.joinhandshake.com/jobs/11023192,2026-06-05 19:55:59
,FAILED,Submission failed (no confirmation),Addy_AI,https://app.joinhandshake.com/jobs/11023192,2026-06-05 19:56:03
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11024182,2026-06-05 19:56:20
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11024182,2026-06-05 19:56:23
SUCCESS,,Applied,AMETEK,https://app.joinhandshake.com/jobs/11082655,2026-06-05 19:56:36
,FAILED,Submission failed (no confirmation),AMETEK,https://app.joinhandshake.com/jobs/11082655,2026-06-05 19:56:44
SUCCESS,,Applied,EZSVS_USA,https://app.joinhandshake.com/jobs/11058308,2026-06-05 19:56:53
,FAILED,Submission failed (no confirmation),EZSVS_USA,https://app.joinhandshake.com/jobs/11058308,2026-06-05 19:57:05
SUCCESS,,Applied,Elkmont_Insurance,https://app.joinhandshake.com/jobs/11040267,2026-06-05 19:57:10
,FAILED,Already Applied,Elkmont_Insurance,https://app.joinhandshake.com/jobs/11040267,2026-06-05 19:57:17
,FAILED,External Application,Happy_Returns,https://app.joinhandshake.com/jobs/11088145,2026-06-05 19:57:21
,FAILED,External Application,Happy_Returns,https://app.joinhandshake.com/jobs/11088145,2026-06-05 19:57:28
SUCCESS,,Applied,American_Time,https://app.joinhandshake.com/jobs/11062553,2026-06-05 19:57:38
,FAILED,Submission failed (no confirmation),American_Time,https://app.joinhandshake.com/jobs/11062553,2026-06-05 19:57:49
SUCCESS,,Applied,Etegent_Technologies,https://app.joinhandshake.com/jobs/11078600,2026-06-05 19:58:11
,FAILED,Submission failed (no confirmation),Etegent_Technologies,https://app.joinhandshake.com/jobs/11078600,2026-06-05 19:58:25
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11067922,2026-06-05 19:58:32
,FAILED,Apply button not found,CustomerInsights.AI_Inc.,https://app.joinhandshake.com/jobs/11093456,2026-06-05 19:58:43
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11067922,2026-06-05 19:58:46
,FAILED,External Application,Yahoo,https://app.joinhandshake.com/jobs/11094044,2026-06-05 19:58:55
,FAILED,External Application,Delsys_Inc,https://app.joinhandshake.com/jobs/10275039,2026-06-05 19:59:06
SUCCESS,,Applied,CustomerInsights.AI_Inc.,https://app.joinhandshake.com/jobs/11093456,2026-06-05 19:59:22
,FAILED,External Application,Yahoo,https://app.joinhandshake.com/jobs/11094044,2026-06-05 19:59:33
,FAILED,Submission failed (no confirmation),Fenix_Commerce_Inc,https://app.joinhandshake.com/jobs/10692776,2026-06-05 19:59:43
,FAILED,External Application,Delsys_Inc,https://app.joinhandshake.com/jobs/10275039,2026-06-05 19:59:44
,FAILED,External Application,Systems_Integration_Inc.,https://app.joinhandshake.com/jobs/10386690,2026-06-05 19:59:55
SUCCESS,,Applied,Symphony_Towers_Infrastructure,https://app.joinhandshake.com/jobs/11055970,2026-06-05 20:00:11
,FAILED,Submission failed (no confirmation),Fenix_Commerce_Inc,https://app.joinhandshake.com/jobs/10692776,2026-06-05 20:00:22
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11091771,2026-06-05 20:00:22
,FAILED,External Application,Starfish_Storage,https://app.joinhandshake.com/jobs/11095323,2026-06-05 20:00:34
,FAILED,External Application,Systems_Integration_Inc.,https://app.joinhandshake.com/jobs/10386690,2026-06-05 20:00:34
,FAILED,Already Applied,Symphony_Towers_Infrastructure,https://app.joinhandshake.com/jobs/11055970,2026-06-05 20:00:46
SUCCESS,,Applied,oto,https://app.joinhandshake.com/jobs/11097051,2026-06-05 20:00:50
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11091771,2026-06-05 20:00:57
,FAILED,External Application,Starfish_Storage,https://app.joinhandshake.com/jobs/11095323,2026-06-05 20:01:08
,FAILED,Already Applied,oto,https://app.joinhandshake.com/jobs/11097051,2026-06-05 20:01:19
SUCCESS,,Applied,Florida_Supreme_Court,https://app.joinhandshake.com/jobs/11036340,2026-06-05 20:01:27
,FAILED,Already Applied,Florida_Supreme_Court,https://app.joinhandshake.com/jobs/11036340,2026-06-05 20:01:30
SUCCESS,,Applied,NeuroSync,https://app.joinhandshake.com/jobs/11089139,2026-06-05 20:01:44
,FAILED,Submission failed (no confirmation),NeuroSync,https://app.joinhandshake.com/jobs/11089139,2026-06-05 20:01:52
SUCCESS,,Applied,TEAM_Solutions_LLC.,https://app.joinhandshake.com/jobs/11098210,2026-06-05 20:02:02
,FAILED,Submission failed (no confirmation),TEAM_Solutions_LLC.,https://app.joinhandshake.com/jobs/11098210,2026-06-05 20:02:12
SUCCESS,,Applied,LTIMindtree,https://app.joinhandshake.com/jobs/11064864,2026-06-05 20:02:19
,FAILED,Already Applied,LTIMindtree,https://app.joinhandshake.com/jobs/11064864,2026-06-05 20:02:24
SUCCESS,,Applied,University_of_Illinois_Research_Park_and_EnterpriseWorks,https://app.joinhandshake.com/jobs/11051241,2026-06-05 20:02:52
,FAILED,Submission failed (no confirmation),University_of_Illinois_Research_Park_and_EnterpriseWorks,https://app.joinhandshake.com/jobs/11051241,2026-06-05 20:03:01
,FAILED,External Application,Energy_and_Policy_Institute,https://app.joinhandshake.com/jobs/11061311,2026-06-05 20:03:03
,FAILED,External Application,Energy_and_Policy_Institute,https://app.joinhandshake.com/jobs/11061311,2026-06-05 20:03:12
,FAILED,Submission failed (no confirmation),Naval_Surface_Warfare_Center_Dahlgren_Division_(NSWCDD),https://app.joinhandshake.com/jobs/11086003,2026-06-05 20:03:25
,FAILED,Submission failed (no confirmation),Naval_Surface_Warfare_Center_Dahlgren_Division_(NSWCDD),https://app.joinhandshake.com/jobs/11086003,2026-06-05 20:03:33
SUCCESS,,Applied,On-Target_Supplies_&_Logistics,https://app.joinhandshake.com/jobs/11065514,2026-06-05 20:03:59
,FAILED,Submission failed (no confirmation),On-Target_Supplies_&_Logistics,https://app.joinhandshake.com/jobs/11065514,2026-06-05 20:04:14
,FAILED,Submission failed (no confirmation),AltitudeIQ_Inc,https://app.joinhandshake.com/jobs/11097347,2026-06-05 20:04:36
SUCCESS,,Applied,Center_for_Performance_Mastery,https://app.joinhandshake.com/jobs/11095450,2026-06-05 20:04:54
,FAILED,Submission failed (no confirmation),AltitudeIQ_Inc,https://app.joinhandshake.com/jobs/11097347,2026-06-05 20:04:56
,FAILED,External Application,DCS_Corp,https://app.joinhandshake.com/jobs/11021147,2026-06-05 20:05:05
,FAILED,Already Applied,Center_for_Performance_Mastery,https://app.joinhandshake.com/jobs/11095450,2026-06-05 20:05:07
,FAILED,External Application,Wi-Tronix_LLC,https://app.joinhandshake.com/jobs/11099438,2026-06-05 20:05:16
,FAILED,External Application,DCS_Corp,https://app.joinhandshake.com/jobs/11021147,2026-06-05 20:05:18
,FAILED,External Application,PsychoGenics_Inc.,https://app.joinhandshake.com/jobs/11039078,2026-06-05 20:05:27
,FAILED,External Application,Wi-Tronix_LLC,https://app.joinhandshake.com/jobs/11099438,2026-06-05 20:05:29
,FAILED,External Application,PsychoGenics_Inc.,https://app.joinhandshake.com/jobs/11039078,2026-06-05 20:05:41
SUCCESS,,Applied,Neurohire.ai,https://app.joinhandshake.com/jobs/11066198,2026-06-05 20:05:44
,FAILED,Already Applied,Neurohire.ai,https://app.joinhandshake.com/jobs/11066198,2026-06-05 20:05:52
,FAILED,External Application,Procter_&_Gamble_(P&G),https://app.joinhandshake.com/jobs/11054224,2026-06-05 20:05:55
,FAILED,External Application,Procter_&_Gamble_(P&G),https://app.joinhandshake.com/jobs/11054224,2026-06-05 20:06:04
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10641176,2026-06-05 20:06:12
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10641176,2026-06-05 20:06:24
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070807,2026-06-05 20:06:29
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070807,2026-06-05 20:06:35
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069865,2026-06-05 20:06:46
,FAILED,Submission failed (no confirmation),Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069865,2026-06-05 20:06:56
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067104,2026-06-05 20:07:03
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067104,2026-06-05 20:07:08
SUCCESS,,Applied,MyMicrojourney,https://app.joinhandshake.com/jobs/10752656,2026-06-05 20:07:20
,FAILED,Submission failed (no confirmation),MyMicrojourney,https://app.joinhandshake.com/jobs/10752656,2026-06-05 20:07:29
,FAILED,External Application,PNC_Financial_Services,https://app.joinhandshake.com/jobs/11076986,2026-06-05 20:07:31
,FAILED,External Application,PNC_Financial_Services,https://app.joinhandshake.com/jobs/11076986,2026-06-05 20:07:40
SUCCESS,,Applied,ZenZiee_Corp.,https://app.joinhandshake.com/jobs/11032323,2026-06-05 20:08:04
,FAILED,External Application,Veeva_Systems,https://app.joinhandshake.com/jobs/11090458,2026-06-05 20:08:15
,FAILED,Submission failed (no confirmation),ZenZiee_Corp.,https://app.joinhandshake.com/jobs/11032323,2026-06-05 20:08:17
,FAILED,External Application,Veeva_Systems,https://app.joinhandshake.com/jobs/11090458,2026-06-05 20:08:29
SUCCESS,,Applied,SnapHomz,https://app.joinhandshake.com/jobs/11055580,2026-06-05 20:08:49
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070944,2026-06-05 20:09:05
,FAILED,Submission failed (no confirmation),SnapHomz,https://app.joinhandshake.com/jobs/11055580,2026-06-05 20:09:07
,FAILED,External Application,AMEWAS,https://app.joinhandshake.com/jobs/11010606,2026-06-05 20:09:17
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070944,2026-06-05 20:09:18
,FAILED,External Application,AMEWAS,https://app.joinhandshake.com/jobs/11010606,2026-06-05 20:09:30
SUCCESS,,Applied,Huaqin_Technology,https://app.joinhandshake.com/jobs/10885477,2026-06-05 20:09:34
,FAILED,Already Applied,Huaqin_Technology,https://app.joinhandshake.com/jobs/10885477,2026-06-05 20:09:41
,FAILED,External Application,ETS/Educational_Testing_Service,https://app.joinhandshake.com/jobs/11070996,2026-06-05 20:09:45
,FAILED,External Application,ETS/Educational_Testing_Service,https://app.joinhandshake.com/jobs/11070996,2026-06-05 20:09:52
SUCCESS,,Applied,Softech_Technology_Group_Inc,https://app.joinhandshake.com/jobs/10980125,2026-06-05 20:10:02
,FAILED,Submission failed (no confirmation),Softech_Technology_Group_Inc,https://app.joinhandshake.com/jobs/10980125,2026-06-05 20:10:13
SUCCESS,,Applied,CEO_Foundry_LLC,https://app.joinhandshake.com/jobs/11076055,2026-06-05 20:10:19
,FAILED,Already Applied,CEO_Foundry_LLC,https://app.joinhandshake.com/jobs/11076055,2026-06-05 20:10:25
SUCCESS,,Applied,loomAI,https://app.joinhandshake.com/jobs/11037917,2026-06-05 20:10:36
,FAILED,Submission failed (no confirmation),loomAI,https://app.joinhandshake.com/jobs/11037917,2026-06-05 20:10:46
SUCCESS,,Applied,ARCHITECTURAL_DESIGN_AND_SIGNS,https://app.joinhandshake.com/jobs/11096960,2026-06-05 20:11:08
,FAILED,External Application,Blue_Cypress,https://app.joinhandshake.com/jobs/11016279,2026-06-05 20:11:19
,FAILED,Submission failed (no confirmation),ARCHITECTURAL_DESIGN_AND_SIGNS,https://app.joinhandshake.com/jobs/11096960,2026-06-05 20:11:22
,FAILED,External Application,Metro_Water_Recovery,https://app.joinhandshake.com/jobs/11100100,2026-06-05 20:11:31
,FAILED,External Application,Blue_Cypress,https://app.joinhandshake.com/jobs/11016279,2026-06-05 20:11:34
,FAILED,External Application,Metro_Water_Recovery,https://app.joinhandshake.com/jobs/11100100,2026-06-05 20:11:46
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067346,2026-06-05 20:11:48
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067346,2026-06-05 20:11:58
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11092557,2026-06-05 20:12:01
,FAILED,External Application,SimVentions,https://app.joinhandshake.com/jobs/11092557,2026-06-05 20:12:10
SUCCESS,,Applied,Axonne_Inc.,https://app.joinhandshake.com/jobs/11072842,2026-06-05 20:12:18
,FAILED,Already Applied,Axonne_Inc.,https://app.joinhandshake.com/jobs/11072842,2026-06-05 20:12:21
,FAILED,External Application,Yahoo,https://app.joinhandshake.com/jobs/11094067,2026-06-05 20:12:29
,FAILED,External Application,Yahoo,https://app.joinhandshake.com/jobs/11094067,2026-06-05 20:12:32
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10599715,2026-06-05 20:12:45
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10599715,2026-06-05 20:12:53
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10785195,2026-06-05 20:13:02
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10785195,2026-06-05 20:13:14
SUCCESS,,Applied,B&M_Consulting_Group_Inc.,https://app.joinhandshake.com/jobs/10984771,2026-06-05 20:13:19
,FAILED,Already Applied,B&M_Consulting_Group_Inc.,https://app.joinhandshake.com/jobs/10984771,2026-06-05 20:13:25
SUCCESS,,Applied,Wackowave,https://app.joinhandshake.com/jobs/11012341,2026-06-05 20:13:36
,FAILED,Submission failed (no confirmation),Wackowave,https://app.joinhandshake.com/jobs/11012341,2026-06-05 20:13:46
SUCCESS,,Applied,Atomic_Invest,https://app.joinhandshake.com/jobs/11030409,2026-06-05 20:13:53
,FAILED,Already Applied,Atomic_Invest,https://app.joinhandshake.com/jobs/11030409,2026-06-05 20:13:57
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10281181,2026-06-05 20:14:10
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10281181,2026-06-05 20:14:18
SUCCESS,,Applied,DMD_Commercial_Roofing,https://app.joinhandshake.com/jobs/11107450,2026-06-05 20:14:27
,FAILED,External Application,QA_Wolf,https://app.joinhandshake.com/jobs/10703709,2026-06-05 20:14:38
,FAILED,Submission failed (no confirmation),DMD_Commercial_Roofing,https://app.joinhandshake.com/jobs/11107450,2026-06-05 20:14:39
,FAILED,External Application,QA_Wolf,https://app.joinhandshake.com/jobs/10703709,2026-06-05 20:14:50
SUCCESS,,Applied,Ad_Hoc_Research,https://app.joinhandshake.com/jobs/10929919,2026-06-05 20:14:55
,FAILED,Already Applied,Ad_Hoc_Research,https://app.joinhandshake.com/jobs/10929919,2026-06-05 20:15:02
SUCCESS,,Applied,Jensen_&_Brooks,https://app.joinhandshake.com/jobs/10756208,2026-06-05 20:15:11
,FAILED,Submission failed (no confirmation),Jensen_&_Brooks,https://app.joinhandshake.com/jobs/10756208,2026-06-05 20:15:22
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067712,2026-06-05 20:15:28
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067712,2026-06-05 20:15:34
,FAILED,External Application,Kitware,https://app.joinhandshake.com/jobs/11070076,2026-06-05 20:15:39
,FAILED,External Application,Kitware,https://app.joinhandshake.com/jobs/11070076,2026-06-05 20:15:45
SUCCESS,,Applied,NovaGigs,https://app.joinhandshake.com/jobs/11036035,2026-06-05 20:16:13
,FAILED,Submission failed (no confirmation),NovaGigs,https://app.joinhandshake.com/jobs/11036035,2026-06-05 20:16:23
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069883,2026-06-05 20:16:29
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11069883,2026-06-05 20:16:34
SUCCESS,,Applied,Sain_Technologies,https://app.joinhandshake.com/jobs/10281147,2026-06-05 20:16:46
,FAILED,Submission failed (no confirmation),Sain_Technologies,https://app.joinhandshake.com/jobs/10281147,2026-06-05 20:16:55
,FAILED,External Application,Rivian_Volkswagen_Group_Technologies,https://app.joinhandshake.com/jobs/11100340,2026-06-05 20:16:58
,FAILED,External Application,Rivian_Volkswagen_Group_Technologies,https://app.joinhandshake.com/jobs/11100340,2026-06-05 20:17:06
,FAILED,Broken Job Page,St._Michaels_Kitchen_and_Bath/Fine_Woodworking,https://app.joinhandshake.com/jobs/11044959,2026-06-05 20:17:09
SUCCESS,,Applied,St._Michaels_Kitchen_and_Bath/Fine_Woodworking,https://app.joinhandshake.com/jobs/11044959,2026-06-05 20:17:23
SUCCESS,,Applied,Neurohire.ai,https://app.joinhandshake.com/jobs/11047317,2026-06-05 20:17:26
,FAILED,Already Applied,Neurohire.ai,https://app.joinhandshake.com/jobs/11047317,2026-06-05 20:17:34
SUCCESS,,Applied,Capgemini_America_Inc.,https://app.joinhandshake.com/jobs/11042560,2026-06-05 20:17:43
,FAILED,Submission failed (no confirmation),Capgemini_America_Inc.,https://app.joinhandshake.com/jobs/11042560,2026-06-05 20:17:55
SUCCESS,,Applied,Forman_Technology,https://app.joinhandshake.com/jobs/11059751,2026-06-05 20:18:00
,FAILED,Already Applied,Forman_Technology,https://app.joinhandshake.com/jobs/11059751,2026-06-05 20:18:07
,FAILED,External Application,U.S._Department_of_Health_and_Human_Services,https://app.joinhandshake.com/jobs/11085973,2026-06-05 20:18:12
,FAILED,External Application,U.S._Department_of_Health_and_Human_Services,https://app.joinhandshake.com/jobs/11085973,2026-06-05 20:18:18
,FAILED,External Application,Wolverine_Trading,https://app.joinhandshake.com/jobs/11067329,2026-06-05 20:18:23
,FAILED,External Application,Wolverine_Trading,https://app.joinhandshake.com/jobs/11067329,2026-06-05 20:18:29
,FAILED,External Application,PNC_Financial_Services,https://app.joinhandshake.com/jobs/11076835,2026-06-05 20:18:34
,FAILED,External Application,PNC_Financial_Services,https://app.joinhandshake.com/jobs/11076835,2026-06-05 20:18:40
SUCCESS,,Applied,KION_North_America,https://app.joinhandshake.com/jobs/11074643,2026-06-05 20:18:51
,FAILED,Submission failed (no confirmation),KION_North_America,https://app.joinhandshake.com/jobs/11074643,2026-06-05 20:19:01
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11050443,2026-06-05 20:19:12
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11050443,2026-06-05 20:19:22
,FAILED,External Application,Shared_Context_Lab,https://app.joinhandshake.com/jobs/11043758,2026-06-05 20:19:23
,FAILED,External Application,Shared_Context_Lab,https://app.joinhandshake.com/jobs/11043758,2026-06-05 20:19:33
,FAILED,External Application,Saalex_Corporation,https://app.joinhandshake.com/jobs/11106820,2026-06-05 20:19:34
,FAILED,External Application,Saalex_Corporation,https://app.joinhandshake.com/jobs/11106820,2026-06-05 20:19:44
,FAILED,External Application,Calico_Precision_Molding,https://app.joinhandshake.com/jobs/11097515,2026-06-05 20:19:46
,FAILED,External Application,Calico_Precision_Molding,https://app.joinhandshake.com/jobs/11097515,2026-06-05 20:19:55
,FAILED,External Application,Northeast_Ohio_Medical_University,https://app.joinhandshake.com/jobs/11098486,2026-06-05 20:19:57
,FAILED,External Application,Northeast_Ohio_Medical_University,https://app.joinhandshake.com/jobs/11098486,2026-06-05 20:20:06
,FAILED,External Application,Cardinal_Technology_Systems_Corp.,https://app.joinhandshake.com/jobs/10937656,2026-06-05 20:20:09
,FAILED,External Application,Cardinal_Technology_Systems_Corp.,https://app.joinhandshake.com/jobs/10937656,2026-06-05 20:20:18
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11035178,2026-06-05 20:20:30
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11035178,2026-06-05 20:20:39
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067435,2026-06-05 20:20:47
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067435,2026-06-05 20:20:50
SUCCESS,,Applied,FHI_Heat,https://app.joinhandshake.com/jobs/11058580,2026-06-05 20:21:04
,FAILED,Submission failed (no confirmation),FHI_Heat,https://app.joinhandshake.com/jobs/11058580,2026-06-05 20:21:11
SUCCESS,,Applied,Magnifact,https://app.joinhandshake.com/jobs/10997906,2026-06-05 20:21:21
,FAILED,Submission failed (no confirmation),Magnifact,https://app.joinhandshake.com/jobs/10997906,2026-06-05 20:21:32
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070723,2026-06-05 20:21:38
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11070723,2026-06-05 20:21:43
,FAILED,External Application,Emerson,https://app.joinhandshake.com/jobs/11069007,2026-06-05 20:21:49
,FAILED,External Application,Emerson,https://app.joinhandshake.com/jobs/11069007,2026-06-05 20:21:55
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10755828,2026-06-05 20:22:06
,FAILED,Submission failed (no confirmation),Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10755828,2026-06-05 20:22:16
SUCCESS,,Applied,Alpha_Star_Research_Company,https://app.joinhandshake.com/jobs/10764328,2026-06-05 20:22:23
,FAILED,Already Applied,Alpha_Star_Research_Company,https://app.joinhandshake.com/jobs/10764328,2026-06-05 20:22:27
SUCCESS,,Applied,The_Purcell_Clinic,https://app.joinhandshake.com/jobs/11093282,2026-06-05 20:22:40
,FAILED,Submission failed (no confirmation),The_Purcell_Clinic,https://app.joinhandshake.com/jobs/11093282,2026-06-05 20:22:48
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067499,2026-06-05 20:22:57
,FAILED,External Application,Veeva_Systems,https://app.joinhandshake.com/jobs/11090455,2026-06-05 20:23:08
,FAILED,Submission failed (no confirmation),Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067499,2026-06-05 20:23:09
,FAILED,External Application,eGain_Corporation,https://app.joinhandshake.com/jobs/11080067,2026-06-05 20:23:20
,FAILED,External Application,Veeva_Systems,https://app.joinhandshake.com/jobs/11090455,2026-06-05 20:23:20
,FAILED,External Application,Freshworks,https://app.joinhandshake.com/jobs/11052332,2026-06-05 20:23:31
,FAILED,External Application,eGain_Corporation,https://app.joinhandshake.com/jobs/11080067,2026-06-05 20:23:32
,FAILED,External Application,Freshworks,https://app.joinhandshake.com/jobs/11052332,2026-06-05 20:23:43
SUCCESS,,Applied,BONbLOC_Inc,https://app.joinhandshake.com/jobs/10992525,2026-06-05 20:23:49
,FAILED,Already Applied,BONbLOC_Inc,https://app.joinhandshake.com/jobs/10992525,2026-06-05 20:23:55
SUCCESS,,Applied,OsborneKlein,https://app.joinhandshake.com/jobs/11075650,2026-06-05 20:24:06
,FAILED,Submission failed (no confirmation),OsborneKlein,https://app.joinhandshake.com/jobs/11075650,2026-06-05 20:24:15
SUCCESS,,Applied,Baker_Marine_Solutions,https://app.joinhandshake.com/jobs/11094572,2026-06-05 20:24:22
,FAILED,Already Applied,Baker_Marine_Solutions,https://app.joinhandshake.com/jobs/11094572,2026-06-05 20:24:27
SUCCESS,,Applied,Golden_Hire_Consulting,https://app.joinhandshake.com/jobs/11055873,2026-06-05 20:24:39
,FAILED,Submission failed (no confirmation),Golden_Hire_Consulting,https://app.joinhandshake.com/jobs/11055873,2026-06-05 20:24:48
SUCCESS,,Applied,Globallogic_Inc.,https://app.joinhandshake.com/jobs/11083070,2026-06-05 20:25:08
,FAILED,Submission failed (no confirmation),Globallogic_Inc.,https://app.joinhandshake.com/jobs/11083070,2026-06-05 20:25:25
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067790,2026-06-05 20:25:26
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11067790,2026-06-05 20:25:37
SUCCESS,,Applied,Leap_Metrics,https://app.joinhandshake.com/jobs/11053391,2026-06-05 20:25:59
,FAILED,External Application,Intact_Insurance_Specialty_Solutions,https://app.joinhandshake.com/jobs/11098278,2026-06-05 20:26:10
,FAILED,Submission failed (no confirmation),Leap_Metrics,https://app.joinhandshake.com/jobs/11053391,2026-06-05 20:26:16
,FAILED,External Application,Intact_Insurance_Specialty_Solutions,https://app.joinhandshake.com/jobs/11098278,2026-06-05 20:26:27
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11027601,2026-06-05 20:26:27
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/11027601,2026-06-05 20:26:38
SUCCESS,,Applied,Amentum,https://app.joinhandshake.com/jobs/11079329,2026-06-05 20:26:44
,FAILED,Already Applied,Amentum,https://app.joinhandshake.com/jobs/11079329,2026-06-05 20:26:50
SUCCESS,,Applied,Velos,https://app.joinhandshake.com/jobs/11083815,2026-06-05 20:27:01
,FAILED,Submission failed (no confirmation),Velos,https://app.joinhandshake.com/jobs/11083815,2026-06-05 20:27:11
,FAILED,Submission failed (no confirmation),Coursicle,https://app.joinhandshake.com/jobs/10185201,2026-06-05 20:27:21
,FAILED,Submission failed (no confirmation),Coursicle,https://app.joinhandshake.com/jobs/10185201,2026-06-05 20:27:32
SUCCESS,,Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10830382,2026-06-05 20:27:38
,FAILED,Already Applied,Tata_Consultancy_Services,https://app.joinhandshake.com/jobs/10830382,2026-06-05 20:27:43
SUCCESS,,Applied,Temple_Allen_Industries,https://app.joinhandshake.com/jobs/10706281,2026-06-05 20:28:13
,FAILED,Submission failed (no confirmation),Temple_Allen_Industries,https://app.joinhandshake.com/jobs/10706281,2026-06-05 20:28:20
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11058329,2026-06-05 20:28:34
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11058329,2026-06-05 20:28:41
,FAILED,External Application,Schupan_&_Sons_Inc.,https://app.joinhandshake.com/jobs/11083146,2026-06-05 20:28:45
,FAILED,External Application,Schupan_&_Sons_Inc.,https://app.joinhandshake.com/jobs/11083146,2026-06-05 20:28:52
,FAILED,External Application,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11068944,2026-06-05 20:28:56
,FAILED,External Application,Morgan_State_University_-_NIST_PREP_Program,https://app.joinhandshake.com/jobs/11068944,2026-06-05 20:29:04
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11065601,2026-06-05 20:29:17
,FAILED,Submission failed (no confirmation),DivIHN_Integration_Inc.,https://app.joinhandshake.com/jobs/11065601,2026-06-05 20:29:24
SUCCESS,,Applied,WebFX,https://app.joinhandshake.com/jobs/10649323,2026-06-05 20:29:35
